915	1065	225	0	78778	1101027	1	78778	0	1	11	1225	1
945	1065	225	0	78979	1125938	1	78979	0	1	11	1225	1
975	1065	225	0	78610	971229	1	78610	0	1	11	1225	1
945	1095	195	0	79181	522624	1	79181	0	1	11	1195	1
945	1125	195	0	79224	445682	1	79224	0	1	11	1195	1
915	1095	225	0	78578	852637	1	78578	0	1	11	1225	1
945	1095	225	0	78688	1057075	1	78688	0	1	11	1225	1
915	1125	225	0	78570	832977	1	78570	0	1	11	1225	1
945	1125	225	0	78578	900292	1	78578	0	1	11	1225	1
975	1095	225	0	78541	1221277	1	78541	0	1	11	1225	1
975	1125	225	0	78571	1078989	1	78571	0	1	11	1225	1
915	1155	225	0	78567	679892	1	78567	0	1	11	1225	1
945	1155	225	0	78567	697244	1	78567	0	1	11	1225	1
975	1155	225	0	78510	849263	1	78510	0	1	11	1225	1
885	1005	285	0	70170	-154374	1	0	70170	1	11	1285	0
915	1005	285	0	71875	3141	1	71875	0	1	11	1285	1
945	1005	285	0	76822	841730	1	76822	0	1	11	1285	1
975	1005	285	0	78141	1163400	1	78141	0	1	11	1285	1
1005	1005	285	0	76839	589868	1	76839	0	1	11	1285	1
885	1035	255	0	76995	520389	1	76995	0	1	11	1255	1
885	1065	255	0	78243	847021	1	78243	0	1	11	1255	1
855	1035	285	0	75285	-62335	1	0	75285	1	11	1285	0
885	1035	285	0	74665	560071	1	74665	0	1	11	1285	1
855	1065	285	0	76572	593302	1	76572	0	1	11	1285	1
885	1065	285	0	76837	665201	1	76837	0	1	11	1285	1
915	1035	255	0	77354	1008636	1	77354	0	1	11	1255	1
945	1035	255	0	78434	928668	1	78434	0	1	11	1255	1
915	1065	255	0	78547	885293	1	78547	0	1	11	1255	1
945	1065	255	0	78569	828315	1	78569	0	1	11	1255	1
915	1035	285	0	76723	756624	1	76723	0	1	11	1285	1
945	1035	285	0	78067	891766	1	78067	0	1	11	1285	1
915	1065	285	0	77076	1050809	1	77076	0	1	11	1285	1
945	1065	285	0	78316	707186	1	78316	0	1	11	1285	1
975	1035	255	0	78570	1085862	1	78570	0	1	11	1255	1
1005	1035	255	0	78570	876060	1	78570	0	1	11	1255	1
975	1065	255	0	78570	974080	1	78570	0	1	11	1255	1
1005	1065	255	0	78570	781215	1	78570	0	1	11	1255	1
975	1035	285	0	78543	934230	1	78543	0	1	11	1285	1
1005	1035	285	0	77778	451527	1	77778	0	1	11	1285	1
975	1065	285	0	78570	816676	1	78570	0	1	11	1285	1
1005	1065	285	0	78570	804397	1	78570	0	1	11	1285	1
1035	1035	285	0	76843	127275	1	76843	0	1	11	1285	1
1035	1065	285	0	77841	350186	1	77841	0	1	11	1285	1
825	1095	285	0	75828	326719	1	75828	0	1	11	1285	1
885	1095	255	0	78558	866179	1	78558	0	1	11	1255	1
885	1125	255	0	78570	1007530	1	78570	0	1	11	1255	1
855	1095	285	0	76900	474455	1	76900	0	1	11	1285	1
885	1095	285	0	77603	1052162	1	77603	0	1	11	1285	1
855	1125	285	0	78126	759202	1	78126	0	1	11	1285	1
885	1125	285	0	78412	1389094	1	78412	0	1	11	1285	1
915	1095	255	0	78570	735486	1	78570	0	1	11	1255	1
945	1095	255	0	78570	902947	1	78570	0	1	11	1255	1
915	1125	255	0	78570	958837	1	78570	0	1	11	1255	1
945	1125	255	0	78570	1120265	1	78570	0	1	11	1255	1
915	1095	285	0	77129	755877	1	77129	0	1	11	1285	1
945	1095	285	0	78470	524705	1	78470	0	1	11	1285	1
915	1125	285	0	78291	674790	1	78291	0	1	11	1285	1
945	1125	285	0	78429	617523	1	78429	0	1	11	1285	1
975	1095	255	0	78570	1312813	1	78570	0	1	11	1255	1
1005	1095	255	0	78570	1116030	1	78570	0	1	11	1255	1
975	1125	255	0	78570	1166629	1	78570	0	1	11	1255	1
1005	1125	255	0	78570	731675	1	78570	0	1	11	1255	1
975	1095	285	0	78544	878488	1	78544	0	1	11	1285	1
1005	1095	285	0	78558	941136	1	78558	0	1	11	1285	1
975	1125	285	0	78453	745625	1	78453	0	1	11	1285	1
1005	1125	285	0	78463	786606	1	78463	0	1	11	1285	1
1035	1095	285	0	78479	1021308	1	78479	0	1	11	1285	1
1065	1095	285	0	77723	1210069	1	77723	0	1	11	1285	1
1035	1125	285	0	78459	924820	1	78459	0	1	11	1285	1
885	1155	255	0	78570	785978	1	78570	0	1	11	1255	1
855	1155	285	0	78346	884339	1	78346	0	1	11	1285	1
885	1155	285	0	77402	988976	1	77402	0	1	11	1285	1
855	1185	285	0	77179	357991	1	77179	0	1	11	1285	1
885	1185	285	0	74031	779705	1	74031	0	1	11	1285	1
915	1155	255	0	78371	797051	1	78371	0	1	11	1255	1
945	1155	255	0	77934	772936	1	77934	0	1	11	1255	1
915	1185	255	0	77595	743743	1	77595	0	1	11	1255	1
945	1185	255	0	76758	470956	1	76758	0	1	11	1255	1
915	1155	285	0	76049	1086718	1	76049	0	1	11	1285	1
945	1155	285	0	76465	756123	1	76465	0	1	11	1285	1
915	1185	285	0	71198	754314	1	71198	0	1	11	1285	1
945	1185	285	0	70893	374873	1	70893	0	1	11	1285	1
975	1155	255	0	77946	709817	1	77946	0	1	11	1255	1
1005	1155	255	0	77652	623134	1	77652	0	1	11	1255	1
975	1185	255	0	76701	729574	1	76701	0	1	11	1255	1
1005	1185	255	0	76680	488657	1	76680	0	1	11	1255	1
975	1155	285	0	76808	481933	1	76808	0	1	11	1285	1
1005	1155	285	0	76778	420119	1	76778	0	1	11	1285	1
975	1185	285	0	70607	396851	1	70607	0	1	11	1285	1
1005	1185	285	0	70965	220173	1	70965	0	1	11	1285	1
1035	1155	285	0	77467	391715	1	77467	0	1	11	1285	1
1035	1185	285	0	71847	189747	1	71847	0	1	11	1285	1
885	1215	285	0	71206	939940	1	71206	0	1	11	1285	1
945	1215	255	0	77304	840121	1	77304	0	1	11	1255	1
915	1215	285	0	66943	609097	1	66943	0	1	11	1285	1
945	1215	285	0	65443	284907	1	65443	0	1	11	1285	1
945	1245	285	0	64886	238647	1	64886	0	1	11	1285	1
975	1215	285	0	65244	144531	1	65244	0	1	11	1285	1
1005	1215	285	0	65269	172049	1	65269	0	1	11	1285	1
1035	1215	285	0	65227	85264	1	65227	0	1	11	1285	1
825	1005	315	0	22140	-48709	1	0	22140	1	11	1315	0
885	975	315	0	20833	-45833	1	0	20833	1	11	1315	0
855	1005	315	0	20460	-45013	1	0	20460	1	11	1315	0
885	1005	315	0	18865	-41505	1	0	18866	1	11	1315	0
915	975	315	0	18108	-39839	1	0	18109	1	11	1315	0
945	975	315	0	15804	-34771	1	0	15805	1	11	1315	0
915	1005	315	0	17283	-38023	1	0	17283	1	11	1315	0
945	1005	315	0	14960	-32915	1	0	14961	1	11	1315	0
975	975	315	0	13670	-30075	1	0	13670	1	11	1315	0
1005	975	315	0	9684	-21307	1	0	9685	1	11	1315	0
975	1005	315	0	13128	-28883	1	0	13128	1	11	1315	0
1005	1005	315	0	11485	-25268	1	0	11485	1	11	1315	0
1035	975	315	0	5407	-11897	1	0	5407	1	11	1315	0
1035	1005	315	0	8802	-19365	1	0	8802	1	11	1315	0
1065	1005	315	0	5939	-13067	1	0	5940	1	11	1315	0
825	1035	315	0	18975	-41746	1	0	18975	1	11	1315	0
825	1065	315	0	15989	-35178	1	0	15990	1	11	1315	0
855	1035	315	0	17008	-37419	1	0	17008	1	11	1315	0
885	1035	315	0	15075	-33166	1	0	15075	1	11	1315	0
855	1065	315	0	13325	-29317	1	0	13326	1	11	1315	0
885	1065	315	0	12129	-26685	1	0	12129	1	11	1315	0
915	1035	315	0	14316	-31497	1	0	14317	1	11	1315	0
945	1035	315	0	13217	-29079	1	0	13217	1	11	1315	0
915	1065	315	0	11675	-25686	1	0	11675	1	11	1315	0
945	1065	315	0	10282	-22622	1	0	10283	1	11	1315	0
975	1035	315	0	12668	-27871	1	0	12669	1	11	1315	0
1005	1035	315	0	12912	-28408	1	0	12912	1	11	1315	0
975	1065	315	0	9843	-21657	1	0	9844	1	11	1315	0
1005	1065	315	0	11556	-25426	1	0	11557	1	11	1315	0
1035	1035	315	0	12716	-27977	1	0	12716	1	11	1315	0
1065	1035	315	0	11651	-25634	1	0	11652	1	11	1315	0
1035	1065	315	0	12665	-27864	1	0	12665	1	11	1315	0
1065	1065	315	0	13127	-28882	1	0	13128	1	11	1315	0
795	1095	315	0	16953	-37299	1	0	16954	1	11	1315	0
825	1095	315	0	13306	-29275	1	0	13307	1	11	1315	0
825	1125	315	0	10172	-22380	1	0	10172	1	11	1315	0
855	1095	315	0	9893	-21766	1	0	9893	1	11	1315	0
885	1095	315	0	7725	-16997	1	0	7726	1	11	1315	0
855	1125	315	0	6393	-14065	1	0	6393	1	11	1315	0
885	1125	315	0	3191	-7022	1	0	3191	1	11	1315	0
